discrete continuous discrete
3:3 24.307253484373387 1
3:4 4.884928659547137 1
3:3 14.701567849696279 3
2:3 11.192178518261999 2
2:3 15.540657941432023 2
2:4 22.196040318577413 2
2:4 16.829128400056767 1
2:3 16.30027494408865 2
2:3 13.304569018479363 2
3:3 23.603415564194435 1
3:3 10.94669192994575 1
3:3 6.679376888411641 3
2:3 12.579844802814051 2
3:3 27.24891260514299 1
3:4 4.1614326990107 1
3:4 32.91937034889294 1
4:4 15.312831029445062 1
4:4 15.611506894622165 2
3:4 6.223149118260919 1
2:4 19.181055267685608 2
2:3 11.998695481993238 3
2:3 15.175568121636443 2
2:3 11.335473837892561 2
2:4 24.270710560903066 3
3:4 3.8836559633486427 1
4:4 19.293671903236504 1
4:4 13.111817649903914 1
4:4 14.449228733841618 1
4:4 16.277247791127376 1
4:4 17.34545959542905 1
4:4 10.996143673644323 1
4:4 13.91217146811633 1
4:4 14.797948299695111 1
4:4 15.268595137936453 1
4:4 16.85371477329195 1
4:4 17.86274044075912 1
3:4 3.7801091548100048 1
3:4 4.176174938745449 1
2:4 19.19206313029129 2
2:4 24.51444322986327 2
3:4 4.792720998924959 1
3:4 6.185538297146107 1
3:4 6.758136232313343 1
2:4 19.29008916545795 1
2:4 26.558921093242198 2
3:4 5.78424843424391 3
2:4 24.04782060100127 2
2:4 5.475648901495618 2
3:4 5.671639375168274 1
4:4 15.502493918455224 1
4:4 17.675646638649617 1
4:4 19.854733338350922 1
4:4 12.357524000624787 1
4:4 17.387817127940536 1
4:4 10.044615222162395 4
3:4 5.172039662177717 1
3:4 4.61310445848005 1
3:3 23.3303202524347 1
3:2 40.59921736322375 4
3:3 18.985153641739767 1
2:3 17.0618434913717 2
3:3 11.818741340606238 1
3:2 27.045461375154368 4
3:3 17.616138158850084 1
3:3 30.472985187269963 1
3:2 38.83467672585498 4
3:1 5.798156236425535 4
2:1 37.58066480077001 3
2:1 36.536271298704875 3
2:1 32.49962306733332 3
2:1 37.9660586095446 3
3:1 5.252917618239914 4
3:1 6.412591710109713 4
4:1 15.125381257875038 4
3:1 4.708101853882164 2
3:1 5.000455063812087 4
2:1 33.92530436517183 3
2:1 39.69851190104563 3
3:1 5.495059992661375 4
3:2 35.75670211158486 4
3:2 15.99852918239705 4
3:1 5.1444929053770885 4
2:1 32.49656346534893 3
2:1 29.6181621152885 3
2:1 35.50775032054648 3
3:1 4.768730744440511 4
2:1 38.91473350102676 3
3:1 13.076741296558838 4
3:1 6.248874903558375 4
3:2 11.417717292495794 4
3:3 26.022668364924797 1
2:3 14.791955443219322 4
1:3 34.624539567173905 2
1:3 39.82100778564406 2
2:3 15.712156703623842 3
3:3 27.888572017040623 1
3:4 3.6287655943690558 1
3:4 4.651392610294863 4
4:4 17.928562942221898 1
3:4 6.092563335350358 1
4:4 16.348662327146844 1
4:4 14.30304495837879 4
3:4 4.17708542287669 1
4:4 13.66596823452798 1
3:4 14.68891134916679 1
3:3 20.66265421406136 1
3:2 5.822145872888461 4
